회사명,회사의종류,리뷰어분야,직원여부,지역,날짜,제목,좋은점,나쁜점,희망사항(경영진에게),성장,추천,승진기회가능성점수,복지급여점수,업무와 삶의 균형 점수,사내문화점수,경영진점수
하이브,미디어/디자인,마케팅/시장조사,현직원,서울,2020. 06,전반적인 만족도 높음. 대기업과 스타트업이 섞인 분위기.,"자율출퇴근, 무제한연차 등 좋은 제도가 많음.
들어오기 전 부정적인 이야기를 많이 들었던데 반해 들아와서는 만족도 높음. 주변 사람들도 동일하게 답함.
엔터사 중에서는 이만한 회사가 없을 것. 사업적으로 업무적으로 하고 싶은 것 다 해볼 수 있음. 일하고 싶고 커리어를 만들고 싶은 사람에게 좋은 회사.","일이 많음. 그리고 무섭게 확장하는 회사의 공통적인 특징인데 기준이 없는 부분이 많음. 그러다보니 사소한 일 처리도 결정이 안나 오래 걸리는 부분이 있음. 그런데 워라밸 안 좋은 건 아님. 매일 야근하는 사람들은 정해져 있음.
대기업 다니다가 편안한 회사 생활을 위해 이직한 사람, 내가 좋은 회사 다녔으니까/스펙 좋으니까 중소기업가서 한자리 하겠지 생각한 사람에겐 매우 괴로운 회사.",2주에 한번씩 대표가 전직원 커뮤니케이션을 해서 따로 질문을 받아서 답하기 때문에 따로 바라는 점은 없음. 있다면 그 채널 통해 이야기하면 됨.,이 기업은 1년 후      성장하고 있을 것이다.,이 기업을 추천 합니다!,60,80,40,80,80
하이브,미디어/디자인,미디어/홍보,전직원,서울,2020. 06,가끔 보면 다들 뭐가 중요한지 까먹은거같다 일에 치여서 어떻게 돌아가는지 서로 모를때가 많음,아침에 주는 간식? 밥..? 카페테리아... 무제한 연차,자율과 책임을 말하지만 글쎄.. 잘 지켜지는지는 의문..,좀더 체계적으로 할 필요가 있다고 본다 그리고 책임 안지려고 하는것도 있다,이 기업은 1년 후      비슷할 것이다.,이 기업을 추천하지 않습니다.,40,80,60,60,40
제이시스,IT/웹/통신,디자인,전직원,경기,2023. 05,계약직이였지만 사람을 잘 대해주고 간식거리라든지 음식제공도 좋았습니다,연차도 비수기면 편히쓸수있고 모델링이 그리 어렵지 않아서 좋았습니다 배우고자한다면 누구나 쉽게 배울수있는일,단순작업이다보니 직급을 올릴려고하기엔 다소 어려울수도있고 업무가 지루하게 느껴질때도있음,처음에 일을 가르치실때 본이들도 먼저 배우고 가르쳐줬음함 나중에 물어보면 왜이지 물어보냔식으로해서 별로였던적이 있음,이 기업은 1년 후      성장하고 있을 것이다.,이 기업을 추천 합니다!,40,80,80,80,60
제이시스,IT/웹/통신,,,,2023. 04,성장 가능성이 열려있고 근무 분위기가 좋음,"눈치 볼 것 없이 자유로운 연차 사용, 강압적이지 않은 편안한 업무 환경 , 사무실이 신축이라 깔끔함","아직 성장 하는 기업인 만큼 체계가 자주 바뀜, 휴일 근로 수당 불투명","대체 휴가 제도가 아닌 연장, 휴일 근무 시 ""정확한 수당"" 지급 받고 싶습니다.",이 기업은 1년 후      성장하고 있을 것이다.,이 기업을 추천 합니다!,60,80,60,100,80
제이시스,IT/웹/통신,,,,2023. 04,공간정보에 국한되지 않고 여러 방면으로 가는 모습이 좋음.,"일반 항측업체와는 다르게 혁신적이고, 미래지향적인 회사",시스템이  자주 바꿔어서 안정적이지 못함.,효율적인 업무를 위해 해당 업무에 관해서는 전문적인 인재가 필요,이 기업은 1년 후      성장하고 있을 것이다.,이 기업을 추천 합니다!,80,80,40,80,60
제이시스,IT/웹/통신,,,,2023. 04,빠르게 성장중이며 앞으로도 더 커질것같은 생각이 든다.,복지가 가장 큰 장점이라고 느껴진다. 동종업계 다른 회사와 비교해도 복지적인 면은 제일 좋다고 생각됨.,타 부서 직원들과 소통 및 교류를 할 수 있는 환경이 없다.,부서간 소통 및 교류 할 수 있는 환경이 만들어지면 좋겠다.,이 기업은 1년 후      성장하고 있을 것이다.,이 기업을 추천 합니다!,60,80,80,80,80
제이시스,IT/웹/통신,,,,2023. 04,신생 회사지만 신생 회사 같은 느낌이 들지 않는 회사,경영진이 회사 구성원에 대한 배려와 고심을 많이 한다,신생 회사의 도전적인 느낌이 들지 않고 현재 상황도 유지 못하고 있는 상태 같음,제이시스의 색을 가지고 운영을 했으면 좋겠습니다,이 기업은 1년 후      비슷할 것이다.,이 기업을 추천하지 않습니다.,60,60,60,60,20
제이시스,IT/웹/통신,,,,2023. 04,현재 성장중인 기업. 앞으로가 궁금한 기업. 우리가 만들어가는 기업.,복지가 좋으며 근무 분위기가 편안하고 요즘 트렌드를 따라가려 한다.,아직은 성장중 이라서 정확한 그룹별 업무체계가 부족하다.,빠른 시일에 그룹별 업무체계가 잡혔으면 좋겠다.,이 기업은 1년 후      성장하고 있을 것이다.,이 기업을 추천 합니다!,60,60,100,100,100
제이시스,IT/웹/통신,,,,2023. 04,좋아보이지만 막상 보면 좋은회사는아님 그럭저럭,"간식, 근무시간 등 자유로움 회사생활은 좋음",연봉인상률이저조함 안보이게 떨어진듯 받아봐야 알거가틈 3~4년뒤에는 알바가더받을듯그리고 신입은혼란스러울때가 많음,협력이라고는 없는 회사에 더 협력을 없애는 경영말고 으쌰으쌰 협동 경영을 했으면함,이 기업은 1년 후      비슷할 것이다.,이 기업을 추천하지 않습니다.,20,20,60,60,20
제이시스,IT/웹/통신,,,,2023. 04,깨어있는 대표님과 그러지 못한 업계의 만남,1. 복지가 좋다직원들이 이용할수있는 많은 편의시설이있다2. 회사가 깔끔하다3. 대리급 이하 직원들에게 많은 활동을 할수있게 프로그램을 제공한다Ex) 드론쇼 온보딩교육,1. 편의시설 이용이 눈치보여 사용하기 어렵다2. 모든 제이시스 직원들과 친해지고 싶은데 부서별 사이가 좋지않아 먼저 다가가기 어려움3. 연차를 사용하려해도 일이 바뻐서 잘 쓰질못함- 물론 중요한일이 있거나 하면 사용가능 하지만 개인 여행 목적 및 리플래쉬 개념으로 연차사용이 어려움4. 기업에서 제공해주는 교육 등을 일이 바빠 참여하기가 어려움,1. 대표님의 마인드가 임원분들에게 전달됐으면 좋겠습니다2. 이쪽 업계에 고착화된 폐쇄적인 문화가 개선됐으면 좋겠습니다,이 기업은 1년 후      성장하고 있을 것이다.,이 기업을 추천 합니다!,60,80,40,40,80
제이시스,IT/웹/통신,,,,2023. 04,아직 기업에 대한 신뢰가 느껴지지 않는다.,좋은 방향으로 변하고 싶다는 의지가 보인다.,교통편이 안좋다. 일회성으로 보는거 같다.장기근로를 해도 배울게 많을지 이걸로 또 다른 회사에 가서 써먹을수 있을지 고민스럽게 된다.,거짓말로 사람 유혹하지는 말아주세요.,이 기업은 1년 후      비슷할 것이다.,이 기업을 추천하지 않습니다.,60,60,40,80,60
제이시스,IT/웹/통신,,,,2023. 04,가능성이 많고 열려있는 회사,선진화된 기업 문화를 적용하기 위해 노력하며 성과 중심 경영,부서별 소통이 어렵고 전체적으로 의견을 내기 어려운 분위기,다수의 의견을 듣고 존중해야하는 사내 문화가 자리 잡혔으면 함,이 기업은 1년 후      성장하고 있을 것이다.,이 기업을 추천 합니다!,100,100,60,60,80
제이시스,IT/웹/통신,,,,2023. 04,중소기업인데 큰기업같은 시스템을 적용한다. 준비가 된 다음에 시작하면 좋은 것들도 대표님이 한마디하면 그냥 다 해야된다.,뭔가 하려는 시도?  먹는 것들은 잘 챙겨줌.,해야되는 건 많은데 왜 해야되는지 모르는게 많다. 근데 임원들이 너무 많아요.,뭔가 지켜야되는건 많은데 명확한 기준이 없는 경우가 많은 것 같아요. 경영지원팀이 회사에 제일 높은 부서 같아요.,이 기업은 1년 후      비슷할 것이다.,이 기업을 추천하지 않습니다.,60,60,40,60,60
제이시스,IT/웹/통신,,,,2023. 04,사내 복지가 좋은 회사 이면서 일하는 환경또한 좋은 회사,새로운 트랜드및 기술 도입이 빨라 남들보다 먼저 다가갈수 있다,체계가  잡히기까지 아직 시간이 필요한거 같다.,한번 진행 하기로 한 내용은 지켜 졌으면 좋겠다.,이 기업은 1년 후      비슷할 것이다.,이 기업을 추천하지 않습니다.,40,80,80,60,60
제이시스,IT/웹/통신,,,,2023. 04,직원 복지와 자기개발을 지원해주며 혁신을 외치는 CEO! 아직은 체계가 필요한 중소기업,휴가를 눈치보지 않고 쓸 수 있음자유로운 문화와 복지가 좋음 동종업계대비 연봉이 높은 편,기업은 혁신적으로 변화하려 하지만 변화를 두려워하는 윗분과 회사 사이의 갭이 큼단순 반복적인 업무가 많아 능력개발을 할 수 있는 기회가 많지 않음. 비효율적임,인원을 효율적으로 운영했으면 좋겠다.업무를 서로 미루는 경향이 있으며 효율적으로 업무가 이뤄질 수 있도록 개선이 필요함,이 기업은 1년 후      성장하고 있을 것이다.,이 기업을 추천 합니다!,80,100,80,80,80
제이시스,IT/웹/통신,,,,2023. 04,"여러 분야의 일을 도전하는 것은 좋으나, 회사 직급 및 급여 테이블 등 기본적인 사항에 대한 기준이 잡혔으면 좋겠다.","함께 일하는 동료 분들이 좋으며, 간식 제공 및 커피 머신 같은 복지는 좋다.","회사가 불안정하고, 기본적인 체계가 잡혀있지 않아서 혼란스럽다.",하루 빨리 회사 체계가 잡혀 기준들이 명확해졌으면 좋겠다.,이 기업은 1년 후      비슷할 것이다.,이 기업을 추천하지 않습니다.,60,60,80,80,60
제이시스,IT/웹/통신,,,,2023. 04,공간정보분야에서 시작하여 공간정보를 넘어서는 융복합업체입니다.,"GIS, 디지털트윈, AI, 시스템개발, 해외사업 등 다양한 분야에서 지속적인 성장을 이루고 있는 회사임.",타 경쟁업체 대비하여 복리후생이 너무 많아 경영적인 애로사항이 있을것 같음.,새로운 부서설립과  신규인원채용이  많아짐에 따라 워크샵 등 직원들의 소통이 필요할 것 같습니다.,이 기업은 1년 후      성장하고 있을 것이다.,이 기업을 추천 합니다!,100,100,100,100,100
제이시스,IT/웹/통신,,,,2023. 04,계속해서 성장하는 기업이다.하지만 너무 많은 변화로 적응 하는데 약간의 어려움이 있지만이또한 성장하는 과정중에 하나라고 생각된다.직원들을 위한 복지가 아주 잘 되어있고급여수준 또한 타기업에 비해 높은 편이다.근무환경도 상당히 좋다.,직원들을 위한 복지가 아주 잘 마련되어 있고급여수준 또한 타사에 비해 높은편이다.,너무 많은 변화로 정신을 차릴수가 없다.,사회가 급속도로 변해가고 있어 그 속도에 맞춰 나가야 하는것은 알지만조금만 더 천천히 변화해 나갔으면 좋겠다.,이 기업은 1년 후      성장하고 있을 것이다.,이 기업을 추천 합니다!,80,80,20,80,100
제이시스,IT/웹/통신,,,,2023. 04,틀에 박히지 않고 새로운 시도를 하려는 회사이다.,직원들의 의견을 귀 담아 들으려고 한다.,아직 회사가 가려는 방향에 대해서 체계가 다 잡히지 않은 것 같다.,너무 이익에만 집중하지 말고 추구하고자 하는 사업의 목적을 이루기 위한 인력이든 장비든 투자에도 신경 쓰는 회사였으면 한다.,이 기업은 1년 후      성장하고 있을 것이다.,이 기업을 추천 합니다!,60,60,80,80,60
제이시스,IT/웹/통신,,,,2023. 04,공간정보 회사이지만 한 분야에만 국한되지 않고 여러분야를 시도하려는 혁신적이고 복지좋은 회사,"자기계발 지원금 및 휴가샵, 사내 휴게공간 등 회사 구성원들에 대한 복지가 뛰어남새로운 사업을 추진하는 추진성 확실",각 부서간의 소통부족으로 인한 업무협업이 어려움,각 부서별 사원급 및 직원의 의견수렴및 소통시간 필요,이 기업은 1년 후      성장하고 있을 것이다.,이 기업을 추천 합니다!,60,80,80,60,60
제이시스,IT/웹/통신,,,,2023. 04,성장 가능성을 높이기 위한 CEO의 노력이 잘 보이는 회사,일반 사원급들의 얘기를 듣고자 하는 CEO의 노력이 잘 보인다.회사 직원들이 모두 참여할 수 있는 프로그램 및 활동을 실행한다.,"사원이 CEO에게, CEO의 말이 사원에게 전달되는 정확성과 속도가 떨어진다.",그룹으로 바뀌면서 회사가 삭막해지는 느낌입니다. 그룹끼리가 아닌 제이시스가 하나가 될 수 있는 프로그램이 더 많아지면 좋겠습니다.,이 기업은 1년 후      비슷할 것이다.,이 기업을 추천 합니다!,40,60,80,60,80
제이시스,IT/웹/통신,,,,2023. 04,높은 이상을 향해 끊임없이 달려가는 기업,"업계 대비 연봉이 높으며, 복지가 좋다.",시스템이 체계적으로 갖추어져 있지 않다.,이상과 현실의 간격이 넓다. 좁히기 위해 모두의 노력이 필요하다.,이 기업은 1년 후      성장하고 있을 것이다.,이 기업을 추천하지 않습니다.,60,80,60,60,80
제이시스,IT/웹/통신,,,,2023. 04,"자유로운 분위기이면서, 뭔가 답답하기도 하다.","자유로운 출퇴근시간, 눈치보지 않는 휴가문화",몇명의 꼰대들이 말이 통하지 않는다.,사람들 말을 좀 수용해 주세요... 너무 급전개에요...,이 기업은 1년 후      성장하고 있을 것이다.,이 기업을 추천 합니다!,80,80,80,80,80
제이시스,IT/웹/통신,개발,현직원,경기,2022. 11,"동종업계 연봉에 비해 놓은편이다.
복지가 좋고 근무 환경도 매우 좋다.","복지가 굉장히 잘 되어 있고 근무환경도 좋다.
팀원들간에 화합이 잘되고 가족같은 분위기 속에서 업무를 하는것 같다.","조금 보수적인 편이다.
업무의 효율성을 높이기 위해 개선해야 할 점들이 있는것 같다.","업무의 효율성을 높이기 위해 적극적인 지원과 인원충원, 제도개선이 필요하다.",이 기업은 1년 후      성장하고 있을 것이다.,이 기업을 추천 합니다!,100,100,100,100,100
